CP001834.1,NC_000913.3,75.595,2438,471,89,2593262,2595621,4040278,4037887,0.0,1092
CP001834.1,NC_000913.3,75.595,2438,471,89,2574080,2576439,4040278,4037887,0.0,1092
CP001834.1,NC_000913.3,75.595,2438,471,89,2485807,2488166,4040278,4037887,0.0,1092
CP001834.1,NC_000913.3,75.595,2438,471,89,2441423,2443782,4040278,4037887,0.0,1092
CP001834.1,NC_000913.3,75.595,2438,471,89,2168214,2170573,4040278,4037887,0.0,1092
CP001834.1,NC_000913.3,75.595,2438,471,89,532076,534435,4037887,4040278,0.0,1092
CP001834.1,NC_000913.3,75.482,2439,471,91,2593262,2595621,228517,226127,0.0,1074
CP001834.1,NC_000913.3,75.482,2439,471,89,2574080,2576439,228517,226127,0.0,1074
CP001834.1,NC_000913.3,75.482,2439,471,91,2485807,2488166,228517,226127,0.0,1074
CP001834.1,NC_000913.3,75.482,2439,471,89,2441423,2443782,228517,226127,0.0,1074
CP001834.1,NC_000913.3,75.482,2439,471,89,2168214,2170573,228517,226127,0.0,1074
CP001834.1,NC_000913.3,75.482,2439,471,89,532076,534435,226127,228517,0.0,1074
CP001834.1,NC_000913.3,75.408,2448,469,93,532076,534441,3426415,3424019,0.0,1062
CP001834.1,NC_000913.3,75.378,2445,475,91,2168208,2170573,3424019,3426415,0.0,1062
CP001834.1,NC_000913.3,75.378,2445,475,91,2441417,2443782,3424019,3426415,0.0,1062
CP001834.1,NC_000913.3,75.408,2448,469,93,2485801,2488166,3424019,3426415,0.0,1062
CP001834.1,NC_000913.3,75.408,2448,469,93,2574074,2576439,3424019,3426415,0.0,1062
CP001834.1,NC_000913.3,75.408,2448,469,93,2593256,2595621,3424019,3426415,0.0,1062
CP001834.1,NC_000913.3,75.379,2441,470,94,2593262,2595621,3946462,3944072,0.0,1057
CP001834.1,NC_000913.3,75.409,2444,464,96,2574080,2576439,3946462,3944072,0.0,1057
CP001834.1,NC_000913.3,75.379,2441,470,94,2485807,2488166,3946462,3944072,0.0,1057
CP001834.1,NC_000913.3,75.379,2441,470,94,2441423,2443782,3946462,3944072,0.0,1057
