CP001834.1,NC_002662.1,98.766,115680,1326,63,1945471,2061090,1768524,1884162,0.0,2.056e+05
CP001834.1,NC_002662.1,98.667,58536,712,37,2083985,2142497,1895045,1953535,0.0,1.037e+05
CP001834.1,NC_002662.1,98.530,57467,761,43,1366469,1423872,1276586,1334031,0.0,1.014e+05
CP001834.1,NC_002662.1,99.335,51585,335,7,1153651,1205228,1128090,1179673,0.0,93352
CP001834.1,NC_002662.1,98.866,51139,530,23,361534,412657,314613,365716,0.0,91177
CP001834.1,NC_002662.1,99.131,43825,370,11,995459,1039275,958609,1002430,0.0,78808
CP001834.1,NC_002662.1,98.984,42026,404,14,420133,462149,375766,417777,0.0,75220
CP001834.1,NC_002662.1,99.264,36280,254,13,774055,810328,742589,778861,0.0,65505
CP001834.1,NC_002662.1,99.261,35177,233,12,510004,545170,517745,552904,0.0,63494
CP001834.1,NC_002662.1,99.233,34944,252,15,218,35155,1,34934,0.0,63030
CP001834.1,NC_002662.1,99.270,33563,237,7,1119950,1153509,1092752,1126309,0.0,60615
CP001834.1,NC_002662.1,98.104,33332,600,19,181542,214857,187324,220639,0.0,58022
CP001834.1,NC_002662.1,98.771,31887,320,49,2382538,2414405,2157260,2189093,0.0,56647
CP001834.1,NC_002662.1,99.429,29407,147,8,462133,491537,417823,447210,0.0,53354
CP001834.1,NC_002662.1,98.989,29783,270,9,1727327,1757081,1587019,1616798,0.0,53302
CP001834.1,NC_002662.1,99.239,28921,199,16,544999,573912,552863,581769,0.0,52168
CP001834.1,NC_002662.1,98.417,29257,424,33,1698095,1727329,1556555,1585794,0.0,51426
CP001834.1,NC_002662.1,99.216,27157,201,11,637164,664312,651790,678942,0.0,48959
CP001834.1,NC_002662.1,97.804,28190,560,44,942496,970656,906880,935039,0.0,48573
CP001834.1,NC_002662.1,99.336,26664,162,8,65651,92303,95879,122538,0.0,48244
CP001834.1,NC_002662.1,98.938,26467,223,19,905770,932188,880484,906940,0.0,47266
CP001834.1,NC_002662.1,99.440,25526,138,4,2572620,2598144,2339832,2365353,0.0,46340
CP001834.1,NC_002662.1,98.965,25901,253,13,1886034,1911926,1716907,1742800,0.0,46331
CP001834.1,NC_002662.1,99.260,25277,166,9,2547368,2572626,2313752,2339025,0.0,45622
CP001834.1,NC_002662.1,99.235,25237,145,15,2167164,2192377,1980439,2005650,0.0,45491
CP001834.1,NC_002662.1,98.929,24829,252,3,1649880,1674696,1516211,1541037,0.0,44365
CP001834.1,NC_002662.1,98.436,24109,359,13,2220911,2245010,2046183,2070282,0.0,42416
CP001834.1,NC_002662.1,99.394,23113,136,4,865306,888416,839790,862900,0.0,41903
