NC_002662.1,CP001834.1,98.766,115680,1326,62,1768524,1884162,1945471,2061090,0.0,2.056e+05
NC_002662.1,CP001834.1,98.667,58536,712,37,1895045,1953535,2083985,2142497,0.0,1.037e+05
NC_002662.1,CP001834.1,98.530,57467,761,43,1276586,1334031,1366469,1423872,0.0,1.014e+05
NC_002662.1,CP001834.1,99.335,51585,335,7,1128090,1179673,1153651,1205228,0.0,93352
NC_002662.1,CP001834.1,98.866,51139,530,23,314613,365716,361534,412657,0.0,91177
NC_002662.1,CP001834.1,99.131,43825,370,11,958609,1002430,995459,1039275,0.0,78808
NC_002662.1,CP001834.1,98.984,42026,404,14,375766,417777,420133,462149,0.0,75220
NC_002662.1,CP001834.1,99.264,36280,254,13,742589,778861,774055,810328,0.0,65505
NC_002662.1,CP001834.1,99.261,35177,233,12,517745,552904,510004,545170,0.0,63494
NC_002662.1,CP001834.1,99.233,34944,252,15,1,34934,218,35155,0.0,63030
NC_002662.1,CP001834.1,99.270,33563,237,7,1092752,1126309,1119950,1153509,0.0,60615
NC_002662.1,CP001834.1,98.104,33332,600,19,187324,220639,181542,214857,0.0,58022
NC_002662.1,CP001834.1,98.771,31885,324,47,2157260,2189093,2382538,2414405,0.0,56647
NC_002662.1,CP001834.1,99.429,29407,147,8,417823,447210,462133,491537,0.0,53354
NC_002662.1,CP001834.1,98.989,29783,270,9,1587019,1616798,1727327,1757081,0.0,53302
NC_002662.1,CP001834.1,99.239,28921,199,16,552863,581769,544999,573912,0.0,52168
NC_002662.1,CP001834.1,98.417,29256,426,31,1556555,1585794,1698095,1727329,0.0,51426
NC_002662.1,CP001834.1,99.216,27157,201,11,651790,678942,637164,664312,0.0,48959
NC_002662.1,CP001834.1,97.804,28190,560,44,906880,935039,942496,970656,0.0,48573
NC_002662.1,CP001834.1,99.336,26664,162,8,95879,122538,65651,92303,0.0,48244
NC_002662.1,CP001834.1,98.938,26467,223,19,880484,906940,905770,932188,0.0,47266
NC_002662.1,CP001834.1,99.440,25526,138,4,2339832,2365353,2572620,2598144,0.0,46340
NC_002662.1,CP001834.1,98.965,25901,253,13,1716907,1742800,1886034,1911926,0.0,46331
NC_002662.1,CP001834.1,99.260,25277,166,9,2313752,2339025,2547368,2572626,0.0,45622
NC_002662.1,CP001834.1,99.235,25237,145,15,1980439,2005650,2167164,2192377,0.0,45491
NC_002662.1,CP001834.1,98.929,24829,252,3,1516211,1541037,1649880,1674696,0.0,44365
NC_002662.1,CP001834.1,98.436,24109,359,13,2046183,2070282,2220911,2245010,0.0,42416
