NC_000913.3,CP001834.1,75.585,2437,473,87,4037887,4040278,532076,534435,0.0,1092
NC_000913.3,CP001834.1,75.563,2443,475,87,4037887,4040284,2170573,2168208,0.0,1092
NC_000913.3,CP001834.1,75.563,2443,475,87,4037887,4040284,2443782,2441417,0.0,1092
NC_000913.3,CP001834.1,75.563,2443,475,87,4037887,4040284,2488166,2485801,0.0,1092
NC_000913.3,CP001834.1,75.563,2443,475,87,4037887,4040284,2576439,2574074,0.0,1092
NC_000913.3,CP001834.1,75.563,2443,475,87,4037887,4040284,2595621,2593256,0.0,1092
NC_000913.3,CP001834.1,75.441,2435,479,87,226127,228517,532076,534435,0.0,1074
NC_000913.3,CP001834.1,75.450,2444,475,87,226127,228523,2170573,2168208,0.0,1074
NC_000913.3,CP001834.1,75.450,2444,475,87,226127,228523,2443782,2441417,0.0,1074
NC_000913.3,CP001834.1,75.450,2444,475,87,226127,228523,2488166,2485801,0.0,1074
NC_000913.3,CP001834.1,75.450,2444,475,87,226127,228523,2576439,2574074,0.0,1074
NC_000913.3,CP001834.1,75.450,2444,475,87,226127,228523,2595621,2593256,0.0,1074
NC_000913.3,CP001834.1,75.420,2441,469,91,3424025,3426415,534435,532076,0.0,1062
NC_000913.3,CP001834.1,75.368,2444,477,91,3424019,3426415,2168208,2170573,0.0,1062
NC_000913.3,CP001834.1,75.398,2447,471,91,3424019,3426415,2441417,2443782,0.0,1062
NC_000913.3,CP001834.1,75.368,2444,477,91,3424019,3426415,2485801,2488166,0.0,1062
NC_000913.3,CP001834.1,75.368,2444,477,91,3424019,3426415,2574074,2576439,0.0,1062
NC_000913.3,CP001834.1,75.398,2447,471,91,3424019,3426415,2593256,2595621,0.0,1062
NC_000913.3,CP001834.1,75.399,2443,466,94,3944072,3946462,532076,534435,0.0,1057
NC_000913.3,CP001834.1,75.348,2446,474,94,3944072,3946468,2170573,2168208,0.0,1057
NC_000913.3,CP001834.1,75.348,2446,474,94,3944072,3946468,2443782,2441417,0.0,1057
NC_000913.3,CP001834.1,75.378,2449,468,94,3944072,3946468,2488166,2485801,0.0,1057
NC_000913.3,CP001834.1,75.348,2446,474,94,3944072,3946468,2576439,2574074,0.0,1057
NC_000913.3,CP001834.1,75.348,2446,474,94,3944072,3946468,2595621,2593256,0.0,1057
NC_000913.3,CP001834.1,86.286,875,114,5,2056746,2057615,226281,227154,0.0,946
NC_000913.3,CP001834.1,79.604,1314,237,29,224013,225311,530070,531367,0.0,913
NC_000913.3,CP001834.1,79.558,1311,243,23,3427222,3428520,531367,530070,0.0,913
NC_000913.3,CP001834.1,79.558,1311,243,23,2729617,2730915,531367,530070,0.0,913
NC_000913.3,CP001834.1,79.558,1311,243,23,2729617,2730915,2171282,2172579,0.0,913
NC_000913.3,CP001834.1,79.558,1311,243,23,3427222,3428520,2171282,2172579,0.0,913
NC_000913.3,CP001834.1,79.604,1314,237,29,224013,225311,2172579,2171282,0.0,913
NC_000913.3,CP001834.1,79.558,1311,243,23,2729617,2730915,2444491,2445788,0.0,913
NC_000913.3,CP001834.1,79.558,1311,243,23,3427222,3428520,2444491,2445788,0.0,913
NC_000913.3,CP001834.1,79.604,1314,237,29,224013,225311,2445788,2444491,0.0,913
NC_000913.3,CP001834.1,79.558,1311,243,23,2729617,2730915,2488875,2490172,0.0,913
NC_000913.3,CP001834.1,79.558,1311,243,23,3427222,3428520,2488875,2490172,0.0,913
NC_000913.3,CP001834.1,79.604,1314,237,29,224013,225311,2490172,2488875,0.0,913
NC_000913.3,CP001834.1,79.558,1311,243,23,2729617,2730915,2577148,2578445,0.0,913
NC_000913.3,CP001834.1,79.558,1311,243,23,3427222,3428520,2577148,2578445,0.0,913
